tree,site,country,type,month,cases,nonrecombinant
RAxML_non_recombinant,Guangzhou,China,CoV2,7,2.546250444,yes
RAxML_non_recombinant,Guangzhou,China,CoV2,8,1.690880408,yes
RAxML_non_recombinant,Guangzhou,China,CoV2,9,2.509394757,yes
RAxML_non_recombinant,Guangzhou,China,CoV2,10,4.079095071,yes
RAxML_non_recombinant,Guangzhou,China,CoV2,11,13.52803969,yes
RAxML_non_recombinant,Guangzhou,China,CoV2,12,18.00143348,yes
RAxML_non_recombinant,Hong Kong,China,CoV2,1,9.947802953,yes
RAxML_non_recombinant,Hong Kong,China,CoV2,2,6.272830308,yes
RAxML_non_recombinant,Hong Kong,China,CoV2,3,5.734500399,yes
RAxML_non_recombinant,Hong Kong,China,CoV2,4,6.272830308,yes
RAxML_non_recombinant,Hong Kong,China,CoV2,5,5.05644667,yes
RAxML_non_recombinant,Hong Kong,China,CoV2,6,5.45078515,yes
RAxML_non_recombinant,Hong Kong,China,CoV2,7,6.230226723,yes
RAxML_non_recombinant,Hong Kong,China,CoV2,8,5.408181565,yes
RAxML_non_recombinant,Hong Kong,China,CoV2,9,8.191044308,yes
RAxML_non_recombinant,Hong Kong,China,CoV2,10,7.73628214,yes
RAxML_non_recombinant,Hong Kong,China,CoV2,11,15.37748915,yes
RAxML_non_recombinant,Hong Kong,China,CoV2,12,18.32158033,yes
RAxML_non_recombinant,Sarlahi,Nepal,CoV2,1,16.04536518,yes
RAxML_non_recombinant,Sarlahi,Nepal,CoV2,2,20.47767889,yes
RAxML_non_recombinant,Sarlahi,Nepal,CoV2,3,8.676465258,yes
RAxML_non_recombinant,Sarlahi,Nepal,CoV2,4,5.395601554,yes
RAxML_non_recombinant,Sarlahi,Nepal,CoV2,5,8.180922555,yes
RAxML_non_recombinant,Sarlahi,Nepal,CoV2,6,5.972025236,yes
RAxML_non_recombinant,Sarlahi,Nepal,CoV2,7,2.050857106,yes
RAxML_non_recombinant,Sarlahi,Nepal,CoV2,8,4.591079576,yes
RAxML_non_recombinant,Sarlahi,Nepal,CoV2,9,6.251548918,yes
RAxML_non_recombinant,Sarlahi,Nepal,CoV2,10,7.086918497,yes
RAxML_non_recombinant,Sarlahi,Nepal,CoV2,11,7.995612295,yes
RAxML_non_recombinant,Sarlahi,Nepal,CoV2,12,7.275924932,yes
RAxML_non_recombinant,Amsterdam,Netherlands,CoV2,1,10.21978351,yes
RAxML_non_recombinant,Amsterdam,Netherlands,CoV2,2,11.73898635,yes
RAxML_non_recombinant,Amsterdam,Netherlands,CoV2,3,11.48433431,yes
RAxML_non_recombinant,Amsterdam,Netherlands,CoV2,4,10.55379161,yes
RAxML_non_recombinant,Amsterdam,Netherlands,CoV2,5,10.21384252,yes
RAxML_non_recombinant,Amsterdam,Netherlands,CoV2,6,7.340210823,yes
RAxML_non_recombinant,Amsterdam,Netherlands,CoV2,7,7.340210823,yes
RAxML_non_recombinant,Amsterdam,Netherlands,CoV2,8,5.54363718,yes
RAxML_non_recombinant,Amsterdam,Netherlands,CoV2,9,4.770218985,yes
RAxML_non_recombinant,Amsterdam,Netherlands,CoV2,10,6.353381853,yes
RAxML_non_recombinant,Amsterdam,Netherlands,CoV2,11,6.833773776,yes
RAxML_non_recombinant,Amsterdam,Netherlands,CoV2,12,10.28313315,yes
RAxML_non_recombinant,Sor Trondelag,Norway,CoV2,1,14.65487621,yes
RAxML_non_recombinant,Sor Trondelag,Norway,CoV2,2,17.52335043,yes
RAxML_non_recombinant,Sor Trondelag,Norway,CoV2,3,10.10963826,yes
RAxML_non_recombinant,Sor Trondelag,Norway,CoV2,4,8.123201669,yes
RAxML_non_recombinant,Sor Trondelag,Norway,CoV2,5,4.065618402,yes
RAxML_non_recombinant,Sor Trondelag,Norway,CoV2,6,3.168221182,yes
RAxML_non_recombinant,Sor Trondelag,Norway,CoV2,7,2.546250444,yes
RAxML_non_recombinant,Sor Trondelag,Norway,CoV2,8,1.690880408,yes
RAxML_non_recombinant,Sor Trondelag,Norway,CoV2,9,2.509394757,yes
RAxML_non_recombinant,Sor Trondelag,Norway,CoV2,10,4.079095071,yes
RAxML_non_recombinant,Sor Trondelag,Norway,CoV2,11,13.52803969,yes
RAxML_non_recombinant,Sor Trondelag,Norway,CoV2,12,18.00143348,yes
RAxML_non_recombinant,New York,USA,CoV2,1,18.88434829,yes
RAxML_non_recombinant,New York,USA,CoV2,2,8.408224534,yes
RAxML_non_recombinant,New York,USA,CoV2,3,6.694007352,yes
RAxML_non_recombinant,New York,USA,CoV2,4,4.667880411,yes
RAxML_non_recombinant,New York,USA,CoV2,5,2.435133574,yes
RAxML_non_recombinant,New York,USA,CoV2,6,2.906711431,yes
RAxML_non_recombinant,New York,USA,CoV2,7,2.906711431,yes
RAxML_non_recombinant,New York,USA,CoV2,8,3.315718064,yes
RAxML_non_recombinant,New York,USA,CoV2,9,2.906711431,yes
RAxML_non_recombinant,New York,USA,CoV2,10,13.68326515,yes
RAxML_non_recombinant,New York,USA,CoV2,11,18.76868229,yes
RAxML_non_recombinant,New York,USA,CoV2,12,14.42260604,yes
RAxML_non_recombinant,Stockholm,Sweden,CoV2,1,17.58700853,yes
RAxML_non_recombinant,Stockholm,Sweden,CoV2,2,17.29228667,yes
RAxML_non_recombinant,Stockholm,Sweden,CoV2,3,15.19654512,yes
RAxML_non_recombinant,Stockholm,Sweden,CoV2,4,9.46277511,yes
RAxML_non_recombinant,Stockholm,Sweden,CoV2,5,6.176059082,yes
RAxML_non_recombinant,Stockholm,Sweden,CoV2,6,4.251455144,yes
RAxML_non_recombinant,Stockholm,Sweden,CoV2,7,4.251455144,yes
RAxML_non_recombinant,Stockholm,Sweden,CoV2,8,0.955101971,yes
RAxML_non_recombinant,Stockholm,Sweden,CoV2,9,1.186786387,yes
RAxML_non_recombinant,Stockholm,Sweden,CoV2,10,2.171641524,yes
RAxML_non_recombinant,Stockholm,Sweden,CoV2,11,6.151806126,yes
RAxML_non_recombinant,Stockholm,Sweden,CoV2,12,18.17390092,yes
RAxML_non_recombinant,South Korea,South Korea,CoV2,1,13.5436742,yes
RAxML_non_recombinant,South Korea,South Korea,CoV2,2,9.192271663,yes
RAxML_non_recombinant,South Korea,South Korea,CoV2,3,5.222101607,yes
RAxML_non_recombinant,South Korea,South Korea,CoV2,4,5.466621215,yes
RAxML_non_recombinant,South Korea,South Korea,CoV2,5,3.620714188,yes
RAxML_non_recombinant,South Korea,South Korea,CoV2,6,2.924293627,yes
RAxML_non_recombinant,South Korea,South Korea,CoV2,7,2.924293627,yes
RAxML_non_recombinant,South Korea,South Korea,CoV2,8,1.962932889,yes
RAxML_non_recombinant,South Korea,South Korea,CoV2,9,1.977955742,yes
RAxML_non_recombinant,South Korea,South Korea,CoV2,10,6.776043817,yes
RAxML_non_recombinant,South Korea,South Korea,CoV2,11,19.02220805,yes
RAxML_non_recombinant,South Korea,South Korea,CoV2,12,28.36142607,yes
RAxML_non_recombinant,Colorado,USA,CoV2,12,5.981711021,yes
RAxML_non_recombinant,Colorado,USA,CoV2,2,5.287024867,yes
RAxML_non_recombinant,Colorado,USA,CoV2,3,12.63923882,yes
RAxML_non_recombinant,Colorado,USA,CoV2,4,18.96829292,yes
RAxML_non_recombinant,Colorado,USA,CoV2,5,15.06151388,yes
RAxML_non_recombinant,Colorado,USA,CoV2,6,10.57404974,yes
RAxML_non_recombinant,Colorado,USA,CoV2,7,10.57404974,yes
RAxML_non_recombinant,Colorado,USA,CoV2,8,5.17076016,yes
RAxML_non_recombinant,Colorado,USA,CoV2,9,4.324580238,yes
RAxML_non_recombinant,Colorado,USA,CoV2,10,4.324580238,yes
RAxML_non_recombinant,Colorado,USA,CoV2,11,4.671923315,yes
RAxML_non_recombinant,Colorado,USA,CoV2,1,4.324580238,yes
RAxML_non_recombinant,Gothenburg,Sweden,CoV2,1,18.9046125,yes
RAxML_non_recombinant,Gothenburg,Sweden,CoV2,2,19.42774696,yes
RAxML_non_recombinant,Gothenburg,Sweden,CoV2,3,11.10637411,yes
RAxML_non_recombinant,Gothenburg,Sweden,CoV2,4,5.294182475,yes
RAxML_non_recombinant,Gothenburg,Sweden,CoV2,5,5.743932178,yes
RAxML_non_recombinant,Gothenburg,Sweden,CoV2,6,6.455967469,yes
RAxML_non_recombinant,Gothenburg,Sweden,CoV2,7,6.455967469,yes
RAxML_non_recombinant,Gothenburg,Sweden,CoV2,8,2.605016997,yes
RAxML_non_recombinant,Gothenburg,Sweden,CoV2,9,2.113654843,yes
RAxML_non_recombinant,Gothenburg,Sweden,CoV2,10,6.363409821,yes
RAxML_non_recombinant,Gothenburg,Sweden,CoV2,11,3.530239835,yes
RAxML_non_recombinant,Gothenburg,Sweden,CoV2,12,15.70491771,yes
RAxML_non_recombinant,Yamagata,Japan,CoV2,1,17.30608018,yes
RAxML_non_recombinant,Yamagata,Japan,CoV2,2,23.87141888,yes
RAxML_non_recombinant,Yamagata,Japan,CoV2,3,17.89089102,yes
RAxML_non_recombinant,Yamagata,Japan,CoV2,4,7.656362369,yes
RAxML_non_recombinant,Yamagata,Japan,CoV2,5,5.234281374,yes
RAxML_non_recombinant,Yamagata,Japan,CoV2,6,1.912275461,yes
RAxML_non_recombinant,Yamagata,Japan,CoV2,7,1.912275461,yes
RAxML_non_recombinant,Yamagata,Japan,CoV2,8,2.704105603,yes
RAxML_non_recombinant,Yamagata,Japan,CoV2,9,1.840587395,yes
RAxML_non_recombinant,Yamagata,Japan,CoV2,10,4.048679967,yes
RAxML_non_recombinant,Yamagata,Japan,CoV2,11,7.233485645,yes
RAxML_non_recombinant,Yamagata,Japan,CoV2,12,5.444342454,yes
RAxML_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,1,17.30608018,yes
RAxML_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,2,23.87141888,yes
RAxML_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,3,17.89089102,yes
RAxML_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,4,7.656362369,yes
RAxML_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,5,5.234281374,yes
RAxML_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,6,1.912275461,yes
RAxML_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,7,1.912275461,yes
RAxML_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,8,2.704105603,yes
RAxML_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,9,1.840587395,yes
RAxML_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,10,4.048679967,yes
RAxML_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,11,7.233485645,yes
RAxML_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,12,5.444342454,yes
RAxML_RelTime,Beijing,China,CoV2,1,4.170337492,no
RAxML_RelTime,Beijing,China,CoV2,2,6.125416256,no
RAxML_RelTime,Beijing,China,CoV2,3,8.485417471,no
RAxML_RelTime,Beijing,China,CoV2,4,9.311875264,no
RAxML_RelTime,Beijing,China,CoV2,5,8.013417228,no
RAxML_RelTime,Beijing,China,CoV2,6,14.43988207,no
RAxML_RelTime,Beijing,China,CoV2,7,9.138956267,no
RAxML_RelTime,Beijing,China,CoV2,8,4.91113726,no
RAxML_RelTime,Beijing,China,CoV2,9,11.15101428,no
RAxML_RelTime,Beijing,China,CoV2,10,11.76873372,no
RAxML_RelTime,Beijing,China,CoV2,11,6.919136625,no
RAxML_RelTime,Beijing,China,CoV2,12,5.564676058,no
RAxML_RelTime,Tampere,Finland,CoV2,1,11.94178501,no
RAxML_RelTime,Tampere,Finland,CoV2,2,24.45394961,no
RAxML_RelTime,Tampere,Finland,CoV2,3,12.76752851,no
RAxML_RelTime,Tampere,Finland,CoV2,4,8.381469266,no
RAxML_RelTime,Tampere,Finland,CoV2,5,5.210908535,no
RAxML_RelTime,Tampere,Finland,CoV2,6,5.210908535,no
RAxML_RelTime,Tampere,Finland,CoV2,7,4.040347933,no
RAxML_RelTime,Tampere,Finland,CoV2,8,4.040347933,no
RAxML_RelTime,Tampere,Finland,CoV2,9,5.210908535,no
RAxML_RelTime,Tampere,Finland,CoV2,10,4.040347933,no
RAxML_RelTime,Tampere,Finland,CoV2,11,5.210908535,no
RAxML_RelTime,Tampere,Finland,CoV2,12,9.490589665,no
RAxML_RelTime,Guangzhou,China,CoV2,1,15.05490832,no
RAxML_RelTime,Guangzhou,China,CoV2,2,17.07909881,no
RAxML_RelTime,Guangzhou,China,CoV2,3,10.69623919,no
RAxML_RelTime,Guangzhou,China,CoV2,4,8.49624047,no
RAxML_RelTime,Guangzhou,China,CoV2,5,4.197956965,no
RAxML_RelTime,Guangzhou,China,CoV2,6,3.335088662,no
RAxML_RelTime,Guangzhou,China,CoV2,7,2.637491431,no
RAxML_RelTime,Guangzhou,China,CoV2,8,1.687544643,no
RAxML_RelTime,Guangzhou,China,CoV2,9,2.41851847,no
RAxML_RelTime,Guangzhou,China,CoV2,10,3.926413051,no
RAxML_RelTime,Guangzhou,China,CoV2,11,12.84369472,no
RAxML_RelTime,Guangzhou,China,CoV2,12,17.62680526,no
RAxML_RelTime,Hong Kong,China,CoV2,1,9.574655468,no
RAxML_RelTime,Hong Kong,China,CoV2,2,6.098369193,no
RAxML_RelTime,Hong Kong,China,CoV2,3,5.828239823,no
RAxML_RelTime,Hong Kong,China,CoV2,4,6.098369193,no
RAxML_RelTime,Hong Kong,China,CoV2,5,4.802369933,no
RAxML_RelTime,Hong Kong,China,CoV2,6,5.642842443,no
RAxML_RelTime,Hong Kong,China,CoV2,7,6.232437639,no
RAxML_RelTime,Hong Kong,China,CoV2,8,5.776910889,no
RAxML_RelTime,Hong Kong,China,CoV2,9,9.087261915,no
RAxML_RelTime,Hong Kong,China,CoV2,10,8.292807206,no
RAxML_RelTime,Hong Kong,China,CoV2,11,14.61707037,no
RAxML_RelTime,Hong Kong,China,CoV2,12,17.94866593,no
RAxML_RelTime,Sarlahi,Nepal,CoV2,1,14.66002944,no
RAxML_RelTime,Sarlahi,Nepal,CoV2,2,19.10452689,no
RAxML_RelTime,Sarlahi,Nepal,CoV2,3,8.513309533,no
RAxML_RelTime,Sarlahi,Nepal,CoV2,4,5.476747909,no
RAxML_RelTime,Sarlahi,Nepal,CoV2,5,8.258283951,no
RAxML_RelTime,Sarlahi,Nepal,CoV2,6,5.915920024,no
RAxML_RelTime,Sarlahi,Nepal,CoV2,7,2.099286346,no
RAxML_RelTime,Sarlahi,Nepal,CoV2,8,5.143620502,no
RAxML_RelTime,Sarlahi,Nepal,CoV2,9,7.166643109,no
RAxML_RelTime,Sarlahi,Nepal,CoV2,10,8.08842378,no
RAxML_RelTime,Sarlahi,Nepal,CoV2,11,8.351421046,no
RAxML_RelTime,Sarlahi,Nepal,CoV2,12,7.221787464,no
RAxML_RelTime,Amsterdam,Netherlands,CoV2,1,10.34281561,no
RAxML_RelTime,Amsterdam,Netherlands,CoV2,2,11.79883171,no
RAxML_RelTime,Amsterdam,Netherlands,CoV2,3,11.53545558,no
RAxML_RelTime,Amsterdam,Netherlands,CoV2,4,10.60251172,no
RAxML_RelTime,Amsterdam,Netherlands,CoV2,5,9.84228944,no
RAxML_RelTime,Amsterdam,Netherlands,CoV2,6,7.039953085,no
RAxML_RelTime,Amsterdam,Netherlands,CoV2,7,7.039953085,no
RAxML_RelTime,Amsterdam,Netherlands,CoV2,8,5.46822417,no
RAxML_RelTime,Amsterdam,Netherlands,CoV2,9,4.775584,no
RAxML_RelTime,Amsterdam,Netherlands,CoV2,10,6.491647362,no
RAxML_RelTime,Amsterdam,Netherlands,CoV2,11,7.266238754,no
RAxML_RelTime,Amsterdam,Netherlands,CoV2,12,10.23779214,no
RAxML_RelTime,Sor Trondelag,Norway,CoV2,1,15.05490832,no
RAxML_RelTime,Sor Trondelag,Norway,CoV2,2,17.07909881,no
RAxML_RelTime,Sor Trondelag,Norway,CoV2,3,10.69623919,no
RAxML_RelTime,Sor Trondelag,Norway,CoV2,4,8.49624047,no
RAxML_RelTime,Sor Trondelag,Norway,CoV2,5,4.197956965,no
RAxML_RelTime,Sor Trondelag,Norway,CoV2,6,3.335088662,no
RAxML_RelTime,Sor Trondelag,Norway,CoV2,7,2.637491431,no
RAxML_RelTime,Sor Trondelag,Norway,CoV2,8,1.687544643,no
RAxML_RelTime,Sor Trondelag,Norway,CoV2,9,2.41851847,no
RAxML_RelTime,Sor Trondelag,Norway,CoV2,10,3.926413051,no
RAxML_RelTime,Sor Trondelag,Norway,CoV2,11,12.84369472,no
RAxML_RelTime,Sor Trondelag,Norway,CoV2,12,17.62680526,no
RAxML_RelTime,New York,USA,CoV2,1,18.78105736,no
RAxML_RelTime,New York,USA,CoV2,2,8.538728863,no
RAxML_RelTime,New York,USA,CoV2,3,6.646198678,no
RAxML_RelTime,New York,USA,CoV2,4,4.420499904,no
RAxML_RelTime,New York,USA,CoV2,5,2.469565567,no
RAxML_RelTime,New York,USA,CoV2,6,2.957299151,no
RAxML_RelTime,New York,USA,CoV2,7,2.957299151,no
RAxML_RelTime,New York,USA,CoV2,8,3.201165943,no
RAxML_RelTime,New York,USA,CoV2,9,2.957299151,no
RAxML_RelTime,New York,USA,CoV2,10,14.51512245,no
RAxML_RelTime,New York,USA,CoV2,11,18.60456393,no
RAxML_RelTime,New York,USA,CoV2,12,13.95119984,no
RAxML_RelTime,Stockholm,Sweden,CoV2,1,17.2672396,no
RAxML_RelTime,Stockholm,Sweden,CoV2,2,18.03372518,no
RAxML_RelTime,Stockholm,Sweden,CoV2,3,15.91177485,no
RAxML_RelTime,Stockholm,Sweden,CoV2,4,9.783964171,no
RAxML_RelTime,Stockholm,Sweden,CoV2,5,6.257248223,no
RAxML_RelTime,Stockholm,Sweden,CoV2,6,4.146895422,no
RAxML_RelTime,Stockholm,Sweden,CoV2,7,4.146895422,no
RAxML_RelTime,Stockholm,Sweden,CoV2,8,0.976137249,no
RAxML_RelTime,Stockholm,Sweden,CoV2,9,1.125704581,no
RAxML_RelTime,Stockholm,Sweden,CoV2,10,2.103406393,no
RAxML_RelTime,Stockholm,Sweden,CoV2,11,5.835775445,no
RAxML_RelTime,Stockholm,Sweden,CoV2,12,17.23299423,no
RAxML_RelTime,South Korea,South Korea,CoV2,1,13.82359084,no
RAxML_RelTime,South Korea,South Korea,CoV2,2,9.816564512,no
RAxML_RelTime,South Korea,South Korea,CoV2,3,5.550950243,no
RAxML_RelTime,South Korea,South Korea,CoV2,4,5.586047313,no
RAxML_RelTime,South Korea,South Korea,CoV2,5,3.552869677,no
RAxML_RelTime,South Korea,South Korea,CoV2,6,2.873360633,no
RAxML_RelTime,South Korea,South Korea,CoV2,7,2.873360633,no
RAxML_RelTime,South Korea,South Korea,CoV2,8,1.862398577,no
RAxML_RelTime,South Korea,South Korea,CoV2,9,1.998696327,no
RAxML_RelTime,South Korea,South Korea,CoV2,10,6.689440409,no
RAxML_RelTime,South Korea,South Korea,CoV2,11,18.67597685,no
RAxML_RelTime,South Korea,South Korea,CoV2,12,27.67081631,no
RAxML_RelTime,Colorado,USA,CoV2,12,5.956933175,no
RAxML_RelTime,Colorado,USA,CoV2,2,5.110566574,no
RAxML_RelTime,Colorado,USA,CoV2,3,13.1622436,no
RAxML_RelTime,Colorado,USA,CoV2,4,19.54236008,no
RAxML_RelTime,Colorado,USA,CoV2,5,15.70914487,no
RAxML_RelTime,Colorado,USA,CoV2,6,10.22113315,no
RAxML_RelTime,Colorado,USA,CoV2,7,10.22113315,no
RAxML_RelTime,Colorado,USA,CoV2,8,4.952773736,no
RAxML_RelTime,Colorado,USA,CoV2,9,4.051209033,no
RAxML_RelTime,Colorado,USA,CoV2,10,4.051209033,no
RAxML_RelTime,Colorado,USA,CoV2,11,4.474392334,no
RAxML_RelTime,Colorado,USA,CoV2,1,4.051209033,no
RAxML_RelTime,Gothenburg,Sweden,CoV2,1,18.33237985,no
RAxML_RelTime,Gothenburg,Sweden,CoV2,2,19.99036696,no
RAxML_RelTime,Gothenburg,Sweden,CoV2,3,11.68293649,no
RAxML_RelTime,Gothenburg,Sweden,CoV2,4,5.524066055,no
RAxML_RelTime,Gothenburg,Sweden,CoV2,5,6.189385171,no
RAxML_RelTime,Gothenburg,Sweden,CoV2,6,6.686766474,no
RAxML_RelTime,Gothenburg,Sweden,CoV2,7,6.686766474,no
RAxML_RelTime,Gothenburg,Sweden,CoV2,8,2.575042939,no
RAxML_RelTime,Gothenburg,Sweden,CoV2,9,2.058328999,no
RAxML_RelTime,Gothenburg,Sweden,CoV2,10,5.941085241,no
RAxML_RelTime,Gothenburg,Sweden,CoV2,11,3.35258108,no
RAxML_RelTime,Gothenburg,Sweden,CoV2,12,14.78134622,no
RAxML_RelTime,Yamagata,Japan,CoV2,1,17.00225678,no
RAxML_RelTime,Yamagata,Japan,CoV2,2,22.96584672,no
RAxML_RelTime,Yamagata,Japan,CoV2,3,17.58905344,no
RAxML_RelTime,Yamagata,Japan,CoV2,4,8.232735257,no
RAxML_RelTime,Yamagata,Japan,CoV2,5,5.468886165,no
RAxML_RelTime,Yamagata,Japan,CoV2,6,2.09172474,no
RAxML_RelTime,Yamagata,Japan,CoV2,7,2.09172474,no
RAxML_RelTime,Yamagata,Japan,CoV2,8,2.670120477,no
RAxML_RelTime,Yamagata,Japan,CoV2,9,1.889938326,no
RAxML_RelTime,Yamagata,Japan,CoV2,10,4.225823885,no
RAxML_RelTime,Yamagata,Japan,CoV2,11,7.396895993,no
RAxML_RelTime,Yamagata,Japan,CoV2,12,5.896481338,no
RAxML_RelTime,Nakhon Si Thammarat,Thailand,CoV2,1,17.00225678,no
RAxML_RelTime,Nakhon Si Thammarat,Thailand,CoV2,2,22.96584672,no
RAxML_RelTime,Nakhon Si Thammarat,Thailand,CoV2,3,17.58905344,no
RAxML_RelTime,Nakhon Si Thammarat,Thailand,CoV2,4,8.232735257,no
RAxML_RelTime,Nakhon Si Thammarat,Thailand,CoV2,5,5.468886165,no
RAxML_RelTime,Nakhon Si Thammarat,Thailand,CoV2,6,2.09172474,no
RAxML_RelTime,Nakhon Si Thammarat,Thailand,CoV2,7,2.09172474,no
RAxML_RelTime,Nakhon Si Thammarat,Thailand,CoV2,8,2.670120477,no
RAxML_RelTime,Nakhon Si Thammarat,Thailand,CoV2,9,1.889938326,no
RAxML_RelTime,Nakhon Si Thammarat,Thailand,CoV2,10,4.225823885,no
RAxML_RelTime,Nakhon Si Thammarat,Thailand,CoV2,11,7.396895993,no
RAxML_RelTime,Nakhon Si Thammarat,Thailand,CoV2,12,5.896481338,no
RAxML_RelTime_non_recombinant,Beijing,China,CoV2,1,4.135134612,yes
RAxML_RelTime_non_recombinant,Beijing,China,CoV2,2,6.156121263,yes
RAxML_RelTime_non_recombinant,Beijing,China,CoV2,3,8.556980171,yes
RAxML_RelTime_non_recombinant,Beijing,China,CoV2,4,9.237443864,yes
RAxML_RelTime_non_recombinant,Beijing,China,CoV2,5,8.07680839,yes
RAxML_RelTime_non_recombinant,Beijing,China,CoV2,6,14.61453188,yes
RAxML_RelTime_non_recombinant,Beijing,China,CoV2,7,9.221833406,yes
RAxML_RelTime_non_recombinant,Beijing,China,CoV2,8,4.877538702,yes
RAxML_RelTime_non_recombinant,Beijing,China,CoV2,9,11.1180419,yes
RAxML_RelTime_non_recombinant,Beijing,China,CoV2,10,11.60699306,yes
RAxML_RelTime_non_recombinant,Beijing,China,CoV2,11,6.856180819,yes
RAxML_RelTime_non_recombinant,Beijing,China,CoV2,12,5.542391939,yes
RAxML_RelTime_non_recombinant,Tampere,Finland,CoV2,1,11.84972593,yes
RAxML_RelTime_non_recombinant,Tampere,Finland,CoV2,2,24.27714111,yes
RAxML_RelTime_non_recombinant,Tampere,Finland,CoV2,3,12.82313613,yes
RAxML_RelTime_non_recombinant,Tampere,Finland,CoV2,4,8.425263313,yes
RAxML_RelTime_non_recombinant,Tampere,Finland,CoV2,5,5.234437294,yes
RAxML_RelTime_non_recombinant,Tampere,Finland,CoV2,6,5.234437294,yes
RAxML_RelTime_non_recombinant,Tampere,Finland,CoV2,7,4.043611275,yes
RAxML_RelTime_non_recombinant,Tampere,Finland,CoV2,8,4.043611275,yes
RAxML_RelTime_non_recombinant,Tampere,Finland,CoV2,9,5.234437294,yes
RAxML_RelTime_non_recombinant,Tampere,Finland,CoV2,10,4.043611275,yes
RAxML_RelTime_non_recombinant,Tampere,Finland,CoV2,11,5.234437294,yes
RAxML_RelTime_non_recombinant,Tampere,Finland,CoV2,12,9.556150518,yes
RAxML_RelTime_non_recombinant,Guangzhou,China,CoV2,1,15.09527655,yes
RAxML_RelTime_non_recombinant,Guangzhou,China,CoV2,2,17.05274777,yes
RAxML_RelTime_non_recombinant,Guangzhou,China,CoV2,3,10.56968902,yes
RAxML_RelTime_non_recombinant,Guangzhou,China,CoV2,4,8.403738109,yes
RAxML_RelTime_non_recombinant,Guangzhou,China,CoV2,5,4.190769688,yes
RAxML_RelTime_non_recombinant,Guangzhou,China,CoV2,6,3.294929051,yes
RAxML_RelTime_non_recombinant,Guangzhou,China,CoV2,7,2.625186975,yes
RAxML_RelTime_non_recombinant,Guangzhou,China,CoV2,8,1.676828025,yes
RAxML_RelTime_non_recombinant,Guangzhou,China,CoV2,9,2.420456891,yes
RAxML_RelTime_non_recombinant,Guangzhou,China,CoV2,10,3.954457008,yes
RAxML_RelTime_non_recombinant,Guangzhou,China,CoV2,11,12.95011969,yes
RAxML_RelTime_non_recombinant,Guangzhou,China,CoV2,12,17.76580123,yes
RAxML_RelTime_non_recombinant,Hong Kong,China,CoV2,1,9.656466245,yes
RAxML_RelTime_non_recombinant,Hong Kong,China,CoV2,2,6.065894513,yes
RAxML_RelTime_non_recombinant,Hong Kong,China,CoV2,3,5.791088508,yes
RAxML_RelTime_non_recombinant,Hong Kong,China,CoV2,4,6.065894513,yes
RAxML_RelTime_non_recombinant,Hong Kong,China,CoV2,5,4.801560167,yes
RAxML_RelTime_non_recombinant,Hong Kong,China,CoV2,6,5.572632271,yes
RAxML_RelTime_non_recombinant,Hong Kong,China,CoV2,7,6.196687722,yes
RAxML_RelTime_non_recombinant,Hong Kong,China,CoV2,8,5.703425479,yes
RAxML_RelTime_non_recombinant,Hong Kong,China,CoV2,9,8.951690594,yes
RAxML_RelTime_non_recombinant,Hong Kong,China,CoV2,10,8.233029285,yes
RAxML_RelTime_non_recombinant,Hong Kong,China,CoV2,11,14.78617833,yes
RAxML_RelTime_non_recombinant,Hong Kong,China,CoV2,12,18.17545238,yes
RAxML_RelTime_non_recombinant,Sarlahi,Nepal,CoV2,1,14.80894863,yes
RAxML_RelTime_non_recombinant,Sarlahi,Nepal,CoV2,2,19.30246816,yes
RAxML_RelTime_non_recombinant,Sarlahi,Nepal,CoV2,3,8.566369589,yes
RAxML_RelTime_non_recombinant,Sarlahi,Nepal,CoV2,4,5.466680862,yes
RAxML_RelTime_non_recombinant,Sarlahi,Nepal,CoV2,5,8.324296062,yes
RAxML_RelTime_non_recombinant,Sarlahi,Nepal,CoV2,6,5.979859806,yes
RAxML_RelTime_non_recombinant,Sarlahi,Nepal,CoV2,7,2.097150376,yes
RAxML_RelTime_non_recombinant,Sarlahi,Nepal,CoV2,8,5.056956497,yes
RAxML_RelTime_non_recombinant,Sarlahi,Nepal,CoV2,9,7.030551572,yes
RAxML_RelTime_non_recombinant,Sarlahi,Nepal,CoV2,10,7.92981062,yes
RAxML_RelTime_non_recombinant,Sarlahi,Nepal,CoV2,11,8.250823507,yes
RAxML_RelTime_non_recombinant,Sarlahi,Nepal,CoV2,12,7.186084319,yes
RAxML_RelTime_non_recombinant,Amsterdam,Netherlands,CoV2,1,10.32710984,yes
RAxML_RelTime_non_recombinant,Amsterdam,Netherlands,CoV2,2,11.79275219,yes
