tree,site,country,type,month,cases,nonrecombinant
IQTREE_TreeTime,Nakhon Si Thammarat,Thailand,CoV2,11,7.397046163,no
IQTREE_TreeTime,Nakhon Si Thammarat,Thailand,CoV2,12,5.926363164,no
IQTREE_TreeTime_non_recombinant,Beijing,China,CoV2,1,3.947327272,yes
IQTREE_TreeTime_non_recombinant,Beijing,China,CoV2,2,5.683427403,yes
IQTREE_TreeTime_non_recombinant,Beijing,China,CoV2,3,8.769232585,yes
IQTREE_TreeTime_non_recombinant,Beijing,China,CoV2,4,9.441975707,yes
IQTREE_TreeTime_non_recombinant,Beijing,China,CoV2,5,8.152071549,yes
IQTREE_TreeTime_non_recombinant,Beijing,China,CoV2,6,17.05597227,yes
IQTREE_TreeTime_non_recombinant,Beijing,China,CoV2,7,9.122747407,yes
IQTREE_TreeTime_non_recombinant,Beijing,China,CoV2,8,4.456740808,yes
IQTREE_TreeTime_non_recombinant,Beijing,China,CoV2,9,10.60906601,yes
IQTREE_TreeTime_non_recombinant,Beijing,China,CoV2,10,11.23245626,yes
IQTREE_TreeTime_non_recombinant,Beijing,China,CoV2,11,6.718727095,yes
IQTREE_TreeTime_non_recombinant,Beijing,China,CoV2,12,4.810255631,yes
IQTREE_TreeTime_non_recombinant,Tampere,Finland,CoV2,1,11.88869428,yes
IQTREE_TreeTime_non_recombinant,Tampere,Finland,CoV2,2,21.96984454,yes
IQTREE_TreeTime_non_recombinant,Tampere,Finland,CoV2,3,11.47882989,yes
IQTREE_TreeTime_non_recombinant,Tampere,Finland,CoV2,4,9.525316082,yes
IQTREE_TreeTime_non_recombinant,Tampere,Finland,CoV2,5,5.575991705,yes
IQTREE_TreeTime_non_recombinant,Tampere,Finland,CoV2,6,5.575991705,yes
IQTREE_TreeTime_non_recombinant,Tampere,Finland,CoV2,7,4.045432334,yes
IQTREE_TreeTime_non_recombinant,Tampere,Finland,CoV2,8,4.045432334,yes
IQTREE_TreeTime_non_recombinant,Tampere,Finland,CoV2,9,5.575991705,yes
IQTREE_TreeTime_non_recombinant,Tampere,Finland,CoV2,10,4.045432334,yes
IQTREE_TreeTime_non_recombinant,Tampere,Finland,CoV2,11,5.575991705,yes
IQTREE_TreeTime_non_recombinant,Tampere,Finland,CoV2,12,10.69705139,yes
IQTREE_TreeTime_non_recombinant,Guangzhou,China,CoV2,1,15.23458724,yes
IQTREE_TreeTime_non_recombinant,Guangzhou,China,CoV2,2,15.33096868,yes
IQTREE_TreeTime_non_recombinant,Guangzhou,China,CoV2,3,10.43419259,yes
IQTREE_TreeTime_non_recombinant,Guangzhou,China,CoV2,4,8.836026429,yes
IQTREE_TreeTime_non_recombinant,Guangzhou,China,CoV2,5,4.661251555,yes
IQTREE_TreeTime_non_recombinant,Guangzhou,China,CoV2,6,3.265932041,yes
IQTREE_TreeTime_non_recombinant,Guangzhou,China,CoV2,7,2.662622057,yes
IQTREE_TreeTime_non_recombinant,Guangzhou,China,CoV2,8,1.687606262,yes
IQTREE_TreeTime_non_recombinant,Guangzhou,China,CoV2,9,2.43328321,yes
IQTREE_TreeTime_non_recombinant,Guangzhou,China,CoV2,10,4.194818148,yes
IQTREE_TreeTime_non_recombinant,Guangzhou,China,CoV2,11,13.12063293,yes
IQTREE_TreeTime_non_recombinant,Guangzhou,China,CoV2,12,18.13807886,yes
IQTREE_TreeTime_non_recombinant,Hong Kong,China,CoV2,1,10.20729262,yes
IQTREE_TreeTime_non_recombinant,Hong Kong,China,CoV2,2,5.87619758,yes
IQTREE_TreeTime_non_recombinant,Hong Kong,China,CoV2,3,6.044048048,yes
IQTREE_TreeTime_non_recombinant,Hong Kong,China,CoV2,4,5.87619758,yes
IQTREE_TreeTime_non_recombinant,Hong Kong,China,CoV2,5,4.488376274,yes
IQTREE_TreeTime_non_recombinant,Hong Kong,China,CoV2,6,5.359567186,yes
IQTREE_TreeTime_non_recombinant,Hong Kong,China,CoV2,7,5.474121274,yes
IQTREE_TreeTime_non_recombinant,Hong Kong,China,CoV2,8,4.95749088,yes
IQTREE_TreeTime_non_recombinant,Hong Kong,China,CoV2,9,7.51765756,yes
IQTREE_TreeTime_non_recombinant,Hong Kong,China,CoV2,10,7.805070103,yes
IQTREE_TreeTime_non_recombinant,Hong Kong,China,CoV2,11,15.75835849,yes
IQTREE_TreeTime_non_recombinant,Hong Kong,China,CoV2,12,20.63562241,yes
IQTREE_TreeTime_non_recombinant,Sarlahi,Nepal,CoV2,1,14.61779088,yes
IQTREE_TreeTime_non_recombinant,Sarlahi,Nepal,CoV2,2,19.98136561,yes
IQTREE_TreeTime_non_recombinant,Sarlahi,Nepal,CoV2,3,9.487045364,yes
IQTREE_TreeTime_non_recombinant,Sarlahi,Nepal,CoV2,4,5.939219098,yes
IQTREE_TreeTime_non_recombinant,Sarlahi,Nepal,CoV2,5,9.589786624,yes
IQTREE_TreeTime_non_recombinant,Sarlahi,Nepal,CoV2,6,6.841708222,yes
IQTREE_TreeTime_non_recombinant,Sarlahi,Nepal,CoV2,7,2.285505884,yes
IQTREE_TreeTime_non_recombinant,Sarlahi,Nepal,CoV2,8,4.088944739,yes
IQTREE_TreeTime_non_recombinant,Sarlahi,Nepal,CoV2,9,5.483413274,yes
IQTREE_TreeTime_non_recombinant,Sarlahi,Nepal,CoV2,10,6.37401671,yes
IQTREE_TreeTime_non_recombinant,Sarlahi,Nepal,CoV2,11,7.841132339,yes
IQTREE_TreeTime_non_recombinant,Sarlahi,Nepal,CoV2,12,7.47007126,yes
IQTREE_TreeTime_non_recombinant,Amsterdam,Netherlands,CoV2,1,10.50791438,yes
IQTREE_TreeTime_non_recombinant,Amsterdam,Netherlands,CoV2,2,11.61890571,yes
IQTREE_TreeTime_non_recombinant,Amsterdam,Netherlands,CoV2,3,11.27452985,yes
IQTREE_TreeTime_non_recombinant,Amsterdam,Netherlands,CoV2,4,10.52207621,yes
IQTREE_TreeTime_non_recombinant,Amsterdam,Netherlands,CoV2,5,9.910360022,yes
IQTREE_TreeTime_non_recombinant,Amsterdam,Netherlands,CoV2,6,7.082306005,yes
IQTREE_TreeTime_non_recombinant,Amsterdam,Netherlands,CoV2,7,7.082306005,yes
IQTREE_TreeTime_non_recombinant,Amsterdam,Netherlands,CoV2,8,5.303744523,yes
IQTREE_TreeTime_non_recombinant,Amsterdam,Netherlands,CoV2,9,4.653686108,yes
IQTREE_TreeTime_non_recombinant,Amsterdam,Netherlands,CoV2,10,6.46171635,yes
IQTREE_TreeTime_non_recombinant,Amsterdam,Netherlands,CoV2,11,7.645882034,yes
IQTREE_TreeTime_non_recombinant,Amsterdam,Netherlands,CoV2,12,10.36788583,yes
IQTREE_TreeTime_non_recombinant,Sor Trondelag,Norway,CoV2,1,15.23458724,yes
IQTREE_TreeTime_non_recombinant,Sor Trondelag,Norway,CoV2,2,15.33096868,yes
IQTREE_TreeTime_non_recombinant,Sor Trondelag,Norway,CoV2,3,10.43419259,yes
IQTREE_TreeTime_non_recombinant,Sor Trondelag,Norway,CoV2,4,8.836026429,yes
IQTREE_TreeTime_non_recombinant,Sor Trondelag,Norway,CoV2,5,4.661251555,yes
IQTREE_TreeTime_non_recombinant,Sor Trondelag,Norway,CoV2,6,3.265932041,yes
IQTREE_TreeTime_non_recombinant,Sor Trondelag,Norway,CoV2,7,2.662622057,yes
IQTREE_TreeTime_non_recombinant,Sor Trondelag,Norway,CoV2,8,1.687606262,yes
IQTREE_TreeTime_non_recombinant,Sor Trondelag,Norway,CoV2,9,2.43328321,yes
IQTREE_TreeTime_non_recombinant,Sor Trondelag,Norway,CoV2,10,4.194818148,yes
IQTREE_TreeTime_non_recombinant,Sor Trondelag,Norway,CoV2,11,13.12063293,yes
IQTREE_TreeTime_non_recombinant,Sor Trondelag,Norway,CoV2,12,18.13807886,yes
IQTREE_TreeTime_non_recombinant,New York,USA,CoV2,1,16.58883389,yes
IQTREE_TreeTime_non_recombinant,New York,USA,CoV2,2,9.353783442,yes
IQTREE_TreeTime_non_recombinant,New York,USA,CoV2,3,6.535310609,yes
IQTREE_TreeTime_non_recombinant,New York,USA,CoV2,4,4.214064267,yes
IQTREE_TreeTime_non_recombinant,New York,USA,CoV2,5,2.314452579,yes
IQTREE_TreeTime_non_recombinant,New York,USA,CoV2,6,2.95218565,yes
IQTREE_TreeTime_non_recombinant,New York,USA,CoV2,7,2.95218565,yes
IQTREE_TreeTime_non_recombinant,New York,USA,CoV2,8,2.945391888,yes
IQTREE_TreeTime_non_recombinant,New York,USA,CoV2,9,2.95218565,yes
IQTREE_TreeTime_non_recombinant,New York,USA,CoV2,10,14.81237038,yes
IQTREE_TreeTime_non_recombinant,New York,USA,CoV2,11,19.8232394,yes
IQTREE_TreeTime_non_recombinant,New York,USA,CoV2,12,14.55599659,yes
IQTREE_TreeTime_non_recombinant,Stockholm,Sweden,CoV2,1,17.41477428,yes
IQTREE_TreeTime_non_recombinant,Stockholm,Sweden,CoV2,2,16.83728544,yes
IQTREE_TreeTime_non_recombinant,Stockholm,Sweden,CoV2,3,15.24201116,yes
IQTREE_TreeTime_non_recombinant,Stockholm,Sweden,CoV2,4,9.639630531,yes
IQTREE_TreeTime_non_recombinant,Stockholm,Sweden,CoV2,5,6.300229386,yes
IQTREE_TreeTime_non_recombinant,Stockholm,Sweden,CoV2,6,4.369215511,yes
IQTREE_TreeTime_non_recombinant,Stockholm,Sweden,CoV2,7,4.369215511,yes
IQTREE_TreeTime_non_recombinant,Stockholm,Sweden,CoV2,8,0.964976469,yes
IQTREE_TreeTime_non_recombinant,Stockholm,Sweden,CoV2,9,1.207262144,yes
IQTREE_TreeTime_non_recombinant,Stockholm,Sweden,CoV2,10,2.246382436,yes
IQTREE_TreeTime_non_recombinant,Stockholm,Sweden,CoV2,11,6.188939379,yes
IQTREE_TreeTime_non_recombinant,Stockholm,Sweden,CoV2,12,18.16391775,yes
IQTREE_TreeTime_non_recombinant,South Korea,South Korea,CoV2,1,13.40030949,yes
IQTREE_TreeTime_non_recombinant,South Korea,South Korea,CoV2,2,9.13427112,yes
IQTREE_TreeTime_non_recombinant,South Korea,South Korea,CoV2,3,5.181022796,yes
IQTREE_TreeTime_non_recombinant,South Korea,South Korea,CoV2,4,5.589904381,yes
IQTREE_TreeTime_non_recombinant,South Korea,South Korea,CoV2,5,3.724102159,yes
IQTREE_TreeTime_non_recombinant,South Korea,South Korea,CoV2,6,3.069527473,yes
IQTREE_TreeTime_non_recombinant,South Korea,South Korea,CoV2,7,3.069527473,yes
IQTREE_TreeTime_non_recombinant,South Korea,South Korea,CoV2,8,2.004973322,yes
IQTREE_TreeTime_non_recombinant,South Korea,South Korea,CoV2,9,1.958516786,yes
IQTREE_TreeTime_non_recombinant,South Korea,South Korea,CoV2,10,6.839945246,yes
IQTREE_TreeTime_non_recombinant,South Korea,South Korea,CoV2,11,18.77002902,yes
IQTREE_TreeTime_non_recombinant,South Korea,South Korea,CoV2,12,28.32788825,yes
IQTREE_TreeTime_non_recombinant,Colorado,USA,CoV2,12,5.598576341,yes
IQTREE_TreeTime_non_recombinant,Colorado,USA,CoV2,2,5.015176239,yes
IQTREE_TreeTime_non_recombinant,Colorado,USA,CoV2,3,13.71168255,yes
IQTREE_TreeTime_non_recombinant,Colorado,USA,CoV2,4,19.60195895,yes
IQTREE_TreeTime_non_recombinant,Colorado,USA,CoV2,5,16.44992039,yes
IQTREE_TreeTime_non_recombinant,Colorado,USA,CoV2,6,10.03035248,yes
IQTREE_TreeTime_non_recombinant,Colorado,USA,CoV2,7,10.03035248,yes
IQTREE_TreeTime_non_recombinant,Colorado,USA,CoV2,8,4.857091352,yes
IQTREE_TreeTime_non_recombinant,Colorado,USA,CoV2,9,3.891650443,yes
IQTREE_TreeTime_non_recombinant,Colorado,USA,CoV2,10,3.891650443,yes
IQTREE_TreeTime_non_recombinant,Colorado,USA,CoV2,11,4.183350494,yes
IQTREE_TreeTime_non_recombinant,Colorado,USA,CoV2,1,3.891650443,yes
IQTREE_TreeTime_non_recombinant,Gothenburg,Sweden,CoV2,1,19.08382909,yes
IQTREE_TreeTime_non_recombinant,Gothenburg,Sweden,CoV2,2,18.6874814,yes
IQTREE_TreeTime_non_recombinant,Gothenburg,Sweden,CoV2,3,10.78732622,yes
IQTREE_TreeTime_non_recombinant,Gothenburg,Sweden,CoV2,4,5.277655931,yes
IQTREE_TreeTime_non_recombinant,Gothenburg,Sweden,CoV2,5,5.737416581,yes
IQTREE_TreeTime_non_recombinant,Gothenburg,Sweden,CoV2,6,6.845624623,yes
IQTREE_TreeTime_non_recombinant,Gothenburg,Sweden,CoV2,7,6.845624623,yes
IQTREE_TreeTime_non_recombinant,Gothenburg,Sweden,CoV2,8,2.701553059,yes
IQTREE_TreeTime_non_recombinant,Gothenburg,Sweden,CoV2,9,2.157447604,yes
IQTREE_TreeTime_non_recombinant,Gothenburg,Sweden,CoV2,10,6.494473981,yes
IQTREE_TreeTime_non_recombinant,Gothenburg,Sweden,CoV2,11,3.603123063,yes
IQTREE_TreeTime_non_recombinant,Gothenburg,Sweden,CoV2,12,15.90140713,yes
IQTREE_TreeTime_non_recombinant,Yamagata,Japan,CoV2,1,15.46637826,yes
IQTREE_TreeTime_non_recombinant,Yamagata,Japan,CoV2,2,23.31063207,yes
IQTREE_TreeTime_non_recombinant,Yamagata,Japan,CoV2,3,17.46599549,yes
IQTREE_TreeTime_non_recombinant,Yamagata,Japan,CoV2,4,8.167753266,yes
IQTREE_TreeTime_non_recombinant,Yamagata,Japan,CoV2,5,5.892498833,yes
IQTREE_TreeTime_non_recombinant,Yamagata,Japan,CoV2,6,1.822690175,yes
IQTREE_TreeTime_non_recombinant,Yamagata,Japan,CoV2,7,1.822690175,yes
IQTREE_TreeTime_non_recombinant,Yamagata,Japan,CoV2,8,2.364752627,yes
IQTREE_TreeTime_non_recombinant,Yamagata,Japan,CoV2,9,1.987900201,yes
IQTREE_TreeTime_non_recombinant,Yamagata,Japan,CoV2,10,4.922031831,yes
IQTREE_TreeTime_non_recombinant,Yamagata,Japan,CoV2,11,8.279218693,yes
IQTREE_TreeTime_non_recombinant,Yamagata,Japan,CoV2,12,5.730788027,yes
IQTREE_TreeTime_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,1,15.46637826,yes
IQTREE_TreeTime_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,2,23.31063207,yes
IQTREE_TreeTime_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,3,17.46599549,yes
IQTREE_TreeTime_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,4,8.167753266,yes
IQTREE_TreeTime_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,5,5.892498833,yes
IQTREE_TreeTime_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,6,1.822690175,yes
IQTREE_TreeTime_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,7,1.822690175,yes
IQTREE_TreeTime_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,8,2.364752627,yes
IQTREE_TreeTime_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,9,1.987900201,yes
IQTREE_TreeTime_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,10,4.922031831,yes
IQTREE_TreeTime_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,11,8.279218693,yes
IQTREE_TreeTime_non_recombinant,Nakhon Si Thammarat,Thailand,CoV2,12,5.730788027,yes
RAxML,Beijing,China,CoV2,1,4.29924575,no
RAxML,Beijing,China,CoV2,2,6.538554496,no
RAxML,Beijing,China,CoV2,3,8.504235388,no
RAxML,Beijing,China,CoV2,4,9.624422879,no
RAxML,Beijing,China,CoV2,5,8.11109921,no
RAxML,Beijing,China,CoV2,6,13.07643417,no
RAxML,Beijing,China,CoV2,7,9.435943102,no
RAxML,Beijing,China,CoV2,8,4.863101947,no
RAxML,Beijing,China,CoV2,9,11.27346395,no
RAxML,Beijing,China,CoV2,10,11.61542088,no
RAxML,Beijing,China,CoV2,11,6.863268565,no
RAxML,Beijing,China,CoV2,12,5.794809662,no
RAxML,Tampere,Finland,CoV2,1,11.5020472,no
RAxML,Tampere,Finland,CoV2,2,25.76359458,no
RAxML,Tampere,Finland,CoV2,3,13.86143551,no
RAxML,Tampere,Finland,CoV2,4,7.854809116,no
RAxML,Tampere,Finland,CoV2,5,5.037057234,no
RAxML,Tampere,Finland,CoV2,6,5.037057234,no
RAxML,Tampere,Finland,CoV2,7,4.062079511,no
RAxML,Tampere,Finland,CoV2,8,4.062079511,no
RAxML,Tampere,Finland,CoV2,9,5.037057234,no
RAxML,Tampere,Finland,CoV2,10,4.062079511,no
RAxML,Tampere,Finland,CoV2,11,5.037057234,no
RAxML,Tampere,Finland,CoV2,12,8.683646133,no
RAxML,Guangzhou,China,CoV2,1,14.3187312,no
RAxML,Guangzhou,China,CoV2,2,17.96371424,no
RAxML,Guangzhou,China,CoV2,3,10.66708927,no
RAxML,Guangzhou,China,CoV2,4,8.487784181,no
RAxML,Guangzhou,China,CoV2,5,4.021068794,no
RAxML,Guangzhou,China,CoV2,6,3.348484963,no
RAxML,Guangzhou,China,CoV2,7,2.586404077,no
RAxML,Guangzhou,China,CoV2,8,1.749066656,no
RAxML,Guangzhou,China,CoV2,9,2.520349389,no
RAxML,Guangzhou,China,CoV2,10,3.93874123,no
RAxML,Guangzhou,China,CoV2,11,13.10133852,no
RAxML,Guangzhou,China,CoV2,12,17.29722748,no
RAxML,Hong Kong,China,CoV2,1,9.536254139,no
RAxML,Hong Kong,China,CoV2,2,6.514416969,no
RAxML,Hong Kong,China,CoV2,3,5.886562183,no
RAxML,Hong Kong,China,CoV2,4,6.514416969,no
RAxML,Hong Kong,China,CoV2,5,5.158485035,no
RAxML,Hong Kong,China,CoV2,6,5.808465691,no
RAxML,Hong Kong,China,CoV2,7,6.502257778,no
RAxML,Hong Kong,China,CoV2,8,5.7963065,no
RAxML,Hong Kong,China,CoV2,9,8.858843417,no
RAxML,Hong Kong,China,CoV2,10,7.968158598,no
RAxML,Hong Kong,China,CoV2,11,14.54187803,no
RAxML,Hong Kong,China,CoV2,12,16.9139547,no
RAxML,Sarlahi,Nepal,CoV2,1,15.60217992,no
RAxML,Sarlahi,Nepal,CoV2,2,19.67057698,no
RAxML,Sarlahi,Nepal,CoV2,3,8.32928572,no
RAxML,Sarlahi,Nepal,CoV2,4,5.379457801,no
RAxML,Sarlahi,Nepal,CoV2,5,7.665450507,no
RAxML,Sarlahi,Nepal,CoV2,6,5.544770926,no
RAxML,Sarlahi,Nepal,CoV2,7,2.030122103,no
RAxML,Sarlahi,Nepal,CoV2,8,5.028603187,no
RAxML,Sarlahi,Nepal,CoV2,9,6.929549993,no
RAxML,Sarlahi,Nepal,CoV2,10,7.867004181,no
RAxML,Sarlahi,Nepal,CoV2,11,8.498961328,no
RAxML,Sarlahi,Nepal,CoV2,12,7.454037359,no
RAxML,Amsterdam,Netherlands,CoV2,1,10.25512514,no
RAxML,Amsterdam,Netherlands,CoV2,2,11.77571654,no
RAxML,Amsterdam,Netherlands,CoV2,3,11.55634655,no
RAxML,Amsterdam,Netherlands,CoV2,4,10.59622166,no
RAxML,Amsterdam,Netherlands,CoV2,5,10.05077565,no
RAxML,Amsterdam,Netherlands,CoV2,6,7.226998246,no
RAxML,Amsterdam,Netherlands,CoV2,7,7.226998246,no
RAxML,Amsterdam,Netherlands,CoV2,8,5.53689429,no
RAxML,Amsterdam,Netherlands,CoV2,9,4.765661263,no
RAxML,Amsterdam,Netherlands,CoV2,10,6.438319556,no
RAxML,Amsterdam,Netherlands,CoV2,11,6.928082278,no
RAxML,Amsterdam,Netherlands,CoV2,12,10.27248877,no
RAxML,Sor Trondelag,Norway,CoV2,1,14.3187312,no
RAxML,Sor Trondelag,Norway,CoV2,2,17.96371424,no
RAxML,Sor Trondelag,Norway,CoV2,3,10.66708927,no
RAxML,Sor Trondelag,Norway,CoV2,4,8.487784181,no
RAxML,Sor Trondelag,Norway,CoV2,5,4.021068794,no
RAxML,Sor Trondelag,Norway,CoV2,6,3.348484963,no
RAxML,Sor Trondelag,Norway,CoV2,7,2.586404077,no
RAxML,Sor Trondelag,Norway,CoV2,8,1.749066656,no
RAxML,Sor Trondelag,Norway,CoV2,9,2.520349389,no
RAxML,Sor Trondelag,Norway,CoV2,10,3.93874123,no
RAxML,Sor Trondelag,Norway,CoV2,11,13.10133852,no
RAxML,Sor Trondelag,Norway,CoV2,12,17.29722748,no
RAxML,New York,USA,CoV2,1,19.63971582,no
RAxML,New York,USA,CoV2,2,8.314834693,no
RAxML,New York,USA,CoV2,3,6.660785553,no
RAxML,New York,USA,CoV2,4,4.622115572,no
RAxML,New York,USA,CoV2,5,2.493577793,no
RAxML,New York,USA,CoV2,6,2.899818511,no
RAxML,New York,USA,CoV2,7,2.899818511,no
RAxML,New York,USA,CoV2,8,3.354726324,no
RAxML,New York,USA,CoV2,9,2.899818511,no
RAxML,New York,USA,CoV2,10,14.03207031,no
RAxML,New York,USA,CoV2,11,18.22458808,no
RAxML,New York,USA,CoV2,12,13.95813032,no
RAxML,Stockholm,Sweden,CoV2,1,17.02926003,no
RAxML,Stockholm,Sweden,CoV2,2,18.05390355,no
RAxML,Stockholm,Sweden,CoV2,3,16.23264476,no
RAxML,Stockholm,Sweden,CoV2,4,10.02540017,no
RAxML,Stockholm,Sweden,CoV2,5,6.367724485,no
RAxML,Stockholm,Sweden,CoV2,6,4.177398874,no
RAxML,Stockholm,Sweden,CoV2,7,4.177398874,no
RAxML,Stockholm,Sweden,CoV2,8,0.990886494,no
RAxML,Stockholm,Sweden,CoV2,9,1.113458771,no
RAxML,Stockholm,Sweden,CoV2,10,2.122000542,no
RAxML,Stockholm,Sweden,CoV2,11,5.729602755,no
RAxML,Stockholm,Sweden,CoV2,12,16.84188567,no
RAxML,South Korea,South Korea,CoV2,1,13.84888848,no
RAxML,South Korea,South Korea,CoV2,2,10.03585342,no
RAxML,South Korea,South Korea,CoV2,3,5.659911271,no
RAxML,South Korea,South Korea,CoV2,4,5.711613146,no
RAxML,South Korea,South Korea,CoV2,5,3.589449079,no
RAxML,South Korea,South Korea,CoV2,6,2.942896372,no
RAxML,South Korea,South Korea,CoV2,7,2.942896372,no
RAxML,South Korea,South Korea,CoV2,8,1.847432426,no
RAxML,South Korea,South Korea,CoV2,9,1.995084901,no
RAxML,South Korea,South Korea,CoV2,10,6.693775846,no
RAxML,South Korea,South Korea,CoV2,11,18.3774272,no
RAxML,South Korea,South Korea,CoV2,12,27.36743994,no
RAxML,Colorado,USA,CoV2,12,6.054027909,no
RAxML,Colorado,USA,CoV2,2,5.258733837,no
RAxML,Colorado,USA,CoV2,3,12.28129667,no
RAxML,Colorado,USA,CoV2,4,18.73297161,no
RAxML,Colorado,USA,CoV2,5,15.12679842,no
RAxML,Colorado,USA,CoV2,6,10.51746768,no
RAxML,Colorado,USA,CoV2,7,10.51746768,no
RAxML,Colorado,USA,CoV2,8,5.274464601,no
RAxML,Colorado,USA,CoV2,9,4.331207604,no
RAxML,Colorado,USA,CoV2,10,4.331207604,no
RAxML,Colorado,USA,CoV2,11,4.72885464,no
RAxML,Colorado,USA,CoV2,1,4.331207604,no
RAxML,Gothenburg,Sweden,CoV2,1,18.20981316,no
RAxML,Gothenburg,Sweden,CoV2,2,19.75989203,no
RAxML,Gothenburg,Sweden,CoV2,3,11.72026515,no
RAxML,Gothenburg,Sweden,CoV2,4,5.607820961,no
RAxML,Gothenburg,Sweden,CoV2,5,6.367552284,no
RAxML,Gothenburg,Sweden,CoV2,6,7.023641232,no
RAxML,Gothenburg,Sweden,CoV2,7,7.023641232,no
RAxML,Gothenburg,Sweden,CoV2,8,2.622850442,no
RAxML,Gothenburg,Sweden,CoV2,9,2.062946648,no
RAxML,Gothenburg,Sweden,CoV2,10,5.849878865,no
RAxML,Gothenburg,Sweden,CoV2,11,3.325257386,no
RAxML,Gothenburg,Sweden,CoV2,12,14.5258053,no
RAxML,Yamagata,Japan,CoV2,1,17.31689016,no
RAxML,Yamagata,Japan,CoV2,2,23.07270263,no
RAxML,Yamagata,Japan,CoV2,3,18.46180413,no
RAxML,Yamagata,Japan,CoV2,4,8.209630798,no
RAxML,Yamagata,Japan,CoV2,5,5.26382774,no
RAxML,Yamagata,Japan,CoV2,6,2.042315622,no
RAxML,Yamagata,Japan,CoV2,7,2.042315622,no
RAxML,Yamagata,Japan,CoV2,8,2.782445272,no
RAxML,Yamagata,Japan,CoV2,9,1.937713357,no
RAxML,Yamagata,Japan,CoV2,10,3.76650454,no
RAxML,Yamagata,Japan,CoV2,11,6.902920262,no
RAxML,Yamagata,Japan,CoV2,12,5.538108876,no
RAxML,Nakhon Si Thammarat,Thailand,CoV2,1,17.31689016,no
RAxML,Nakhon Si Thammarat,Thailand,CoV2,2,23.07270263,no
RAxML,Nakhon Si Thammarat,Thailand,CoV2,3,18.46180413,no
RAxML,Nakhon Si Thammarat,Thailand,CoV2,4,8.209630798,no
RAxML,Nakhon Si Thammarat,Thailand,CoV2,5,5.26382774,no
RAxML,Nakhon Si Thammarat,Thailand,CoV2,6,2.042315622,no
RAxML,Nakhon Si Thammarat,Thailand,CoV2,7,2.042315622,no
RAxML,Nakhon Si Thammarat,Thailand,CoV2,8,2.782445272,no
RAxML,Nakhon Si Thammarat,Thailand,CoV2,9,1.937713357,no
RAxML,Nakhon Si Thammarat,Thailand,CoV2,10,3.76650454,no
RAxML,Nakhon Si Thammarat,Thailand,CoV2,11,6.902920262,no
RAxML,Nakhon Si Thammarat,Thailand,CoV2,12,5.538108876,no
RAxML_non_recombinant,Beijing,China,CoV2,1,4.103741443,yes
RAxML_non_recombinant,Beijing,China,CoV2,2,6.548777917,yes
RAxML_non_recombinant,Beijing,China,CoV2,3,8.830606257,yes
RAxML_non_recombinant,Beijing,China,CoV2,4,9.254497883,yes
RAxML_non_recombinant,Beijing,China,CoV2,5,8.374240589,yes
RAxML_non_recombinant,Beijing,China,CoV2,6,14.32134591,yes
RAxML_non_recombinant,Beijing,China,CoV2,7,9.728985957,yes
RAxML_non_recombinant,Beijing,China,CoV2,8,4.690277716,yes
RAxML_non_recombinant,Beijing,China,CoV2,9,11.06149586,yes
RAxML_non_recombinant,Beijing,China,CoV2,10,10.9090898,yes
RAxML_non_recombinant,Beijing,China,CoV2,11,6.588283251,yes
RAxML_non_recombinant,Beijing,China,CoV2,12,5.588657417,yes
RAxML_non_recombinant,Tampere,Finland,CoV2,1,11.19257078,yes
RAxML_non_recombinant,Tampere,Finland,CoV2,2,24.53158588,yes
RAxML_non_recombinant,Tampere,Finland,CoV2,3,13.76855572,yes
RAxML_non_recombinant,Tampere,Finland,CoV2,4,8.245933133,yes
RAxML_non_recombinant,Tampere,Finland,CoV2,5,5.203873891,yes
RAxML_non_recombinant,Tampere,Finland,CoV2,6,5.203873891,yes
RAxML_non_recombinant,Tampere,Finland,CoV2,7,4.072087034,yes
RAxML_non_recombinant,Tampere,Finland,CoV2,8,4.072087034,yes
RAxML_non_recombinant,Tampere,Finland,CoV2,9,5.203873891,yes
RAxML_non_recombinant,Tampere,Finland,CoV2,10,4.072087034,yes
RAxML_non_recombinant,Tampere,Finland,CoV2,11,5.203873891,yes
RAxML_non_recombinant,Tampere,Finland,CoV2,12,9.229597823,yes
RAxML_non_recombinant,Guangzhou,China,CoV2,1,14.65487621,yes
RAxML_non_recombinant,Guangzhou,China,CoV2,2,17.52335043,yes
RAxML_non_recombinant,Guangzhou,China,CoV2,3,10.10963826,yes
RAxML_non_recombinant,Guangzhou,China,CoV2,4,8.123201669,yes
RAxML_non_recombinant,Guangzhou,China,CoV2,5,4.065618402,yes
RAxML_non_recombinant,Guangzhou,China,CoV2,6,3.168221182,yes
