site,country,type,month,cases
Sør-Trøndelag,Norway,OC43,4,6.194690265
Sør-Trøndelag,Norway,OC43,5,6.194690265
Sør-Trøndelag,Norway,OC43,6,1.769911504
Sør-Trøndelag,Norway,OC43,7,2.654867257
Sør-Trøndelag,Norway,OC43,8,0.884955752
Sør-Trøndelag,Norway,OC43,9,1.769911504
Sør-Trøndelag,Norway,OC43,10,5.309734513
Sør-Trøndelag,Norway,OC43,11,15.04424779
Sør-Trøndelag,Norway,OC43,12,25.66371681
South Korea,South Korea,CoV2,1,13.65296114
South Korea,South Korea,CoV2,2,9.552384203
South Korea,South Korea,CoV2,3,5.407112004
South Korea,South Korea,CoV2,4,5.595255288
South Korea,South Korea,CoV2,5,3.62474351
South Korea,South Korea,CoV2,6,2.957381444
South Korea,South Korea,CoV2,7,2.957381444
South Korea,South Korea,CoV2,8,1.919480032
South Korea,South Korea,CoV2,9,1.982133678
South Korea,South Korea,CoV2,10,6.750921673
South Korea,South Korea,CoV2,11,18.69606932
South Korea,South Korea,CoV2,12,27.91962217
South Korea,South Korea,229E,1,14.9068323
South Korea,South Korea,229E,2,18.63354037
South Korea,South Korea,229E,3,9.937888199
South Korea,South Korea,229E,4,10.55900621
South Korea,South Korea,229E,5,4.968944099
South Korea,South Korea,229E,6,5.590062112
South Korea,South Korea,229E,7,3.105590062
South Korea,South Korea,229E,8,1.242236025
South Korea,South Korea,229E,9,1.863354037
South Korea,South Korea,229E,10,6.832298137
South Korea,South Korea,229E,11,6.832298137
South Korea,South Korea,229E,12,15.52795031
South Korea,South Korea,NL63,1,17.81076067
South Korea,South Korea,NL63,2,15.21335807
South Korea,South Korea,NL63,3,8.53432282
South Korea,South Korea,NL63,4,4.823747681
South Korea,South Korea,NL63,5,1.669758813
South Korea,South Korea,NL63,6,0.556586271
South Korea,South Korea,NL63,7,0.742115028
South Korea,South Korea,NL63,8,0.556586271
South Korea,South Korea,NL63,9,2.41187384
South Korea,South Korea,NL63,10,5.194805195
South Korea,South Korea,NL63,11,19.48051948
South Korea,South Korea,NL63,12,23.00556586
South Korea,South Korea,OC43,1,11.61971831
South Korea,South Korea,OC43,2,3.638497653
South Korea,South Korea,OC43,3,2.34741784
South Korea,South Korea,OC43,4,3.755868545
South Korea,South Korea,OC43,5,3.755868545
South Korea,South Korea,OC43,6,2.699530516
South Korea,South Korea,OC43,7,1.877934272
South Korea,South Korea,OC43,8,2.699530516
South Korea,South Korea,OC43,9,1.877934272
South Korea,South Korea,OC43,10,7.276995305
South Korea,South Korea,OC43,11,23.4741784
South Korea,South Korea,OC43,12,34.97652582
Tampere,Finland,229E,1,16
Tampere,Finland,229E,2,36
Tampere,Finland,229E,3,8
Tampere,Finland,229E,4,8
Tampere,Finland,229E,5,4
Tampere,Finland,229E,6,4
Tampere,Finland,229E,7,4
Tampere,Finland,229E,8,4
Tampere,Finland,229E,9,4
Tampere,Finland,229E,10,4
Tampere,Finland,229E,11,4
Tampere,Finland,229E,12,4
Tampere,Finland,HKU1,1,4.347826087
Tampere,Finland,HKU1,2,30.43478261
Tampere,Finland,HKU1,3,26.08695652
Tampere,Finland,HKU1,4,4.347826087
Tampere,Finland,HKU1,5,4.347826087
Tampere,Finland,HKU1,6,4.347826087
Tampere,Finland,HKU1,7,4.347826087
Tampere,Finland,HKU1,8,4.347826087
Tampere,Finland,HKU1,9,4.347826087
Tampere,Finland,HKU1,10,4.347826087
Tampere,Finland,HKU1,11,4.347826087
Tampere,Finland,HKU1,12,4.347826087
Tampere,Finland,NL63,1,18.51851852
Tampere,Finland,NL63,2,33.33333333
Tampere,Finland,NL63,3,11.11111111
Tampere,Finland,NL63,4,3.703703704
Tampere,Finland,NL63,5,3.703703704
Tampere,Finland,NL63,6,3.703703704
Tampere,Finland,NL63,7,3.703703704
Tampere,Finland,NL63,8,3.703703704
Tampere,Finland,NL63,9,3.703703704
Tampere,Finland,NL63,10,3.703703704
Tampere,Finland,NL63,11,3.703703704
Tampere,Finland,NL63,12,7.407407407
Tampere,Finland,OC43,1,12
Tampere,Finland,OC43,2,4
Tampere,Finland,OC43,3,4
Tampere,Finland,OC43,4,16
Tampere,Finland,OC43,5,8
Tampere,Finland,OC43,6,8
Tampere,Finland,OC43,7,4
Tampere,Finland,OC43,8,4
Tampere,Finland,OC43,9,8
Tampere,Finland,OC43,10,4
Tampere,Finland,OC43,11,8
Tampere,Finland,OC43,12,20
Tampere,Finland,CoV2,1,11.75182989
Tampere,Finland,CoV2,2,23.93166518
Tampere,Finland,CoV2,3,12.68629302
Tampere,Finland,CoV2,4,8.627613541
Tampere,Finland,CoV2,5,5.292084279
Tampere,Finland,CoV2,6,5.292084279
Tampere,Finland,CoV2,7,4.049976541
Tampere,Finland,CoV2,8,4.049976541
Tampere,Finland,CoV2,9,5.292084279
Tampere,Finland,CoV2,10,4.049976541
Tampere,Finland,CoV2,11,5.292084279
Tampere,Finland,CoV2,12,9.684331626
Yamagata,Japan,CoV2,1,16.6013252
Yamagata,Japan,CoV2,2,23.19663264
Yamagata,Japan,CoV2,3,17.76622745
Yamagata,Japan,CoV2,4,8.145653382
Yamagata,Japan,CoV2,5,5.538391737
Yamagata,Japan,CoV2,6,1.974671608
Yamagata,Japan,CoV2,7,1.974671608
Yamagata,Japan,CoV2,8,2.598173339
Yamagata,Japan,CoV2,9,1.926738866
Yamagata,Japan,CoV2,10,4.336162176
Yamagata,Japan,CoV2,11,7.561907397
Yamagata,Japan,CoV2,12,5.718603812
Yamagata,Japan,229E,1,1.923076923
Yamagata,Japan,229E,2,7.692307692
Yamagata,Japan,229E,3,36.53846154
Yamagata,Japan,229E,4,21.15384615
Yamagata,Japan,229E,5,9.615384615
Yamagata,Japan,229E,6,1.923076923
Yamagata,Japan,229E,7,1.923076923
Yamagata,Japan,229E,8,1.923076923
Yamagata,Japan,229E,9,5.769230769
Yamagata,Japan,229E,10,1.923076923
Yamagata,Japan,229E,11,5.769230769
Yamagata,Japan,229E,12,3.846153846
Yamagata,Japan,HKU1,1,24.52830189
Yamagata,Japan,HKU1,2,32.0754717
Yamagata,Japan,HKU1,3,19.81132075
Yamagata,Japan,HKU1,4,1.886792453
Yamagata,Japan,HKU1,5,1.886792453
Yamagata,Japan,HKU1,6,0.943396226
Yamagata,Japan,HKU1,7,7.547169811
Yamagata,Japan,HKU1,8,3.773584906
Yamagata,Japan,HKU1,9,0.943396226
Yamagata,Japan,HKU1,10,0.943396226
Yamagata,Japan,HKU1,11,3.773584906
Yamagata,Japan,HKU1,12,1.886792453
Yamagata,Japan,NL63,1,27.10843373
Yamagata,Japan,NL63,2,16.86746988
Yamagata,Japan,NL63,3,9.036144578
Yamagata,Japan,NL63,4,10.24096386
Yamagata,Japan,NL63,5,4.21686747
Yamagata,Japan,NL63,6,5.421686747
Yamagata,Japan,NL63,7,2.409638554
Yamagata,Japan,NL63,8,4.21686747
Yamagata,Japan,NL63,9,0.602409639
Yamagata,Japan,NL63,10,3.012048193
Yamagata,Japan,NL63,11,4.819277108
Yamagata,Japan,NL63,12,12.04819277
Yamagata,Japan,OC43,1,13
Yamagata,Japan,OC43,2,29
Yamagata,Japan,OC43,3,8
Yamagata,Japan,OC43,4,4
Yamagata,Japan,OC43,5,7
Yamagata,Japan,OC43,6,1
Yamagata,Japan,OC43,7,5
Yamagata,Japan,OC43,8,1
Yamagata,Japan,OC43,9,1
Yamagata,Japan,OC43,10,10
Yamagata,Japan,OC43,11,14
Yamagata,Japan,OC43,12,7
